vendor_name,avg_rating,rating_std,low_rating_ratio,avg_review_length,duplicate_review_ratio,negative_keyword_ratio,textless_5star_ratio,review_count,review_density,question_count,refund_question_ratio,defect_question_ratio,authenticity_question_ratio,question_density,question_review_ratio,negative_sentiment_ratio,avg_sentiment_score,rating_normalized,rating_sentiment_gap,product_count,abusive_label,conditions_met_count
주식회사 리프앤코,2.5,2.1213203435596424,0.5,239.0,0.0,0.5,0.0,2,2.0,3.0,0.0,0.0,0.0,3.0,1.5,0.5,0.4,0.375,0.025000000000000022,1,1,3
주식회사 마인드디저트,5.0,0.0,0.0,333.15,0.0,0.0,0.45,20,20.0,5.0,0.0,0.0,0.0,5.0,0.25,0.0,0.74,1.0,0.26,1,1,4
주식회사 비엔에스솔루션,3.3333333333333335,1.1547005383792515,0.3333333333333333,145.33333333333334,0.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5833333333333334,0.16666666666666663,1,1,3
주식회사 서포유통,4.95,0.22360679774997896,0.0,536.95,0.0,0.1,0.3157894736842105,20,20.0,10.0,0.0,0.1,0.0,10.0,0.5,0.0,0.8,0.9875,0.1875,1,1,3
주식회사 수영사랑,4.0,0.0,0.0,606.0,0.0,0.0,0.0,2,2.0,15.0,0.0,0.0,0.06666666666666667,15.0,7.5,0.0,0.8333333333333333,0.75,0.08333333333333326,1,1,4
주식회사 쉬치몰,3.4,0.5477225575051661,0.0,134.4,0.0,0.2,0.0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,1,1,3
주식회사 아주문구,4.0,0.0,0.0,975.0,0.0,0.0,0.0,1,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.75,0.25,1,1,5
주식회사 애들랜드,4.0,0.0,0.0,801.0,0.0,1.0,0.0,1,1.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,0.25,0.75,0.5,1,1,6
주식회사 에이브,4.904761904761905,0.30079260375911915,0.0,570.6666666666666,0.07692307692307693,0.047619047619047616,0.47368421052631576,21,21.0,15.0,0.06666666666666667,0.0,0.0,15.0,0.7142857142857143,0.047619047619047616,0.7119047619047618,0.9761904761904763,0.26428571428571446,1,1,4
주식회사 엠에이티,4.0,0.0,0.0,712.0,0.0,0.0,0.0,1,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.9047619047619048,0.75,0.15476190476190477,1,1,5
주식회사 올픽,4.0,0.0,0.0,804.0,0.0,0.0,0.0,1,0.5,11.0,0.0,0.0,0.0,5.5,11.0,0.0,0.72,0.75,0.030000000000000027,2,1,5
주식회사 위드스킨인터내셔널,4.714285714285714,0.5606119105813882,0.0,532.1904761904761,0.08333333333333333,0.0,0.4375,21,21.0,14.0,0.0,0.0,0.0,14.0,0.6666666666666666,0.0,0.7391456582633052,0.9285714285714286,0.18942577030812335,1,1,3
주식회사 이오샵,4.045454545454546,1.7037010895686493,0.22727272727272727,152.22727272727272,0.13333333333333333,0.0,0.4375,22,22.0,6.0,0.0,0.0,0.0,6.0,0.2727272727272727,0.0,0.6893939393939393,0.7613636363636365,0.07196969696969713,1,1,3
주식회사 일상연구소,4.0,0.0,0.0,804.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25,1,1,4
주식회사 지엑스,4.0,0.0,0.0,884.0,0.0,1.0,0.0,1,1.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.75,0.75,1,1,6
주식회사 코람,5.0,0.0,0.0,721.5,0.0,0.0,0.0,2,2.0,13.0,0.0,0.0,0.0,13.0,6.5,0.0,1.0,1.0,0.0,1,1,4
주식회사 키킷,3.5,0.7071067811865476,0.0,222.5,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.625,0.125,1,1,3
주식회사 킹툴,3.0,0.0,0.0,52.0,0.3333333333333333,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,1,3
주식회사 투윙스,4.9,0.44721359549995787,0.0,435.45,0.0,0.05,0.47368421052631576,20,20.0,14.0,0.07142857142857142,0.0,0.0,14.0,0.7,0.0,0.7681034482758621,0.9750000000000001,0.206896551724138,1,1,3
주식회사 파로스아스,4.0,0.0,0.0,1444.0,0.0,1.0,0.0,1,1.0,4.0,0.0,0.25,0.0,4.0,4.0,0.0,1.0,0.75,0.25,1,1,5
주식회사 편한세상,4.5,1.0327955589886444,0.0625,628.5,0.14285714285714285,0.0,0.2727272727272727,16,16.0,9.0,0.0,0.0,0.0,9.0,0.5625,0.0625,0.795138888888889,0.875,0.07986111111111105,1,1,3
주식회사 형도시스템,4.0,0.0,0.0,2082.0,0.0,1.0,0.0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.75,0.06999999999999995,2,1,4
주식회사 혜윰베딩,4.0,0.0,0.0,225.0,0.0,1.0,0.0,1,1.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,0.25,0.75,0.5,1,1,6
주식회사레전드글로벌,4.0,0.0,0.0,617.5,0.0,0.0,0.0,2,2.0,4.0,0.0,0.5,0.0,4.0,2.0,0.0,1.0,0.75,0.25,1,1,4
지예산업,4.0,0.0,0.0,1014.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25,1,1,4
직구파크2,1.7272727272727273,1.2720777563426766,0.7272727272727273,118.18181818181819,0.08333333333333333,0.6363636363636364,0.0,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.3181818181818182,0.18181818181818182,0.13636363636363635,1,1,3
채스토어,4.0,0.0,0.0,267.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25,1,1,4
청명한,4.333333333333333,0.8563488385776752,0.047619047619047616,347.2857142857143,0.06666666666666667,0.047619047619047616,0.18181818181818182,21,21.0,15.0,0.0,0.0,0.06666666666666667,15.0,0.7142857142857143,0.047619047619047616,0.7222222222222223,0.8333333333333333,0.11111111111111094,1,1,3
체리마루,4.0,0.0,0.0,959.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.75,0.050000000000000044,1,1,4
카프카,1.0,0.0,1.0,457.0,0.0,0.5,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5714285714285714,0.0,0.5714285714285714,1,1,4
캄컴퍼니,3.0,0.0,0.0,142.0,0.0,0.0,0.0,1,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.5,0.5,1,1,6
컬러즈(COLOURZ),4.0,0.0,0.0,447.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.75,0.17000000000000004,1,1,4
크로스보드인터내셔널 주식회사,4.590909090909091,0.9081163607574332,0.045454545454545456,441.72727272727275,0.13333333333333333,0.18181818181818182,0.4375,22,22.0,15.0,0.0,0.2,0.0,15.0,0.6818181818181818,0.045454545454545456,0.7273643595153892,0.8977272727272727,0.17036291321188346,1,1,3
클릭온,4.0,0.0,0.0,783.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,1,1,4
태경유통,4.0,0.0,0.0,782.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,1,1,3
톡톡마켓02,3.5,0.7071067811865476,0.0,558.5,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,0.375,1,1,4
투제이10043,4.0,0.0,0.0,279.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.75,0.15000000000000002,1,1,4
티몬머니,4.0,0.0,0.0,1111.6666666666667,0.25,0.3333333333333333,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.75,0.02777777777777779,1,1,3
팡팡샵,4.0,0.0,0.0,67.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.75,1,1,5
패스트포워드,5.0,0.0,0.0,917.5,0.0,0.0,0.0,2,2.0,9.0,0.0,0.0,0.0,9.0,4.5,0.0,0.8695652173913043,1.0,0.13043478260869568,1,1,4
퍼스트엠퍼러,2.5,2.1213203435596424,0.5,78.0,0.0,0.5,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.375,0.125,1,1,3
포켓,3.5,0.7071067811865476,0.0,200.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.625,0.25,1,1,3
프로틴 스토리,4.0,0.0,0.0,786.0,0.0,0.0,0.0,1,1.0,15.0,0.0,0.0,0.0,15.0,15.0,0.0,0.5,0.75,0.25,1,1,5
필코리아,4.714285714285714,0.7171371656006361,0.047619047619047616,371.1904761904762,0.08333333333333333,0.047619047619047616,0.47058823529411764,21,21.0,15.0,0.0,0.06666666666666667,0.0,15.0,0.7142857142857143,0.09523809523809523,0.658008658008658,0.9285714285714286,0.27056277056277056,1,1,4
하나피온 유한회사,3.0,1.4142135623730951,0.5,494.5,0.0,0.5,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.25,2,1,4
하리무역,1.0,0.0,1.0,837.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1,1,5
하면푸드,4.0,0.0,0.0,576.5,0.0,0.0,0.0,2,2.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.75,0.75,0.0,1,1,4
한빛상사,4.904761904761905,0.30079260375911915,0.0,267.1904761904762,0.07692307692307693,0.09523809523809523,0.47368421052631576,21,21.0,8.0,0.0,0.0,0.0,8.0,0.38095238095238093,0.0,0.758994708994709,0.9761904761904763,0.21719576719576728,1,1,3
호산실업(주),3.0,0.0,0.0,105.0,0.0,0.0,0.0,1,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.5,0.5,1,1,6
호정가 주식회사,4.809523809523809,0.5117663157191589,0.0,347.57142857142856,0.08333333333333333,0.0,0.5,21,21.0,11.0,0.0,0.0,0.0,11.0,0.5238095238095238,0.0,0.7619047619047619,0.9523809523809523,0.19047619047619047,1,1,3
화장품탑케어 주식회사,4.7894736842105265,0.5353033790313108,0.0,453.8421052631579,0.0,0.0,0.375,19,19.0,12.0,0.0,0.0,0.08333333333333333,12.0,0.631578947368421,0.0,0.7460697197539303,0.9473684210526316,0.2012987012987013,1,1,3
희월드,4.0,0.0,0.0,777.0,0.0,0.0,0.0,1,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.75,0.25,1,1,5
